rid,org_id,flag,flag_reason,resp_sec,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,org_size,org_industry,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,WE_VI_01,WE_VI_02,WE_VI_03,WE_VI_04,WE_DE_01,WE_DE_02,WE_DE_03,WE_DE_04,WE_AB_01,WE_AB_02,WE_AB_03,WE_AB_04,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,LS_LS_01,LS_LS_02,LS_LS_03,LS_LS_04,LS_LS_05,TI_TI_01,TI_TI_02,TI_TI_03,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04,EX_EX_01,EX_EX_02,EX_EX_03,EX_EX_04,W1_SC_p1,W1_SC_p2,W1_SC_p3,W1_WE_p1,W1_WE_p2,W1_WE_p3,W1_TI_p1,W1_TI_p2,W1_TI_p3,W2_SC_p1,W2_SC_p2,W2_SC_p3,W2_WE_p1,W2_WE_p2,W2_WE_p3,W2_TI_p1,W2_TI_p2,W2_TI_p3,W3_SC_p1,W3_SC_p2,W3_SC_p3,W3_WE_p1,W3_WE_p2,W3_WE_p3,W3_TI_p1,W3_TI_p2,W3_TI_p3,left_12m,time_months,event,SK_m,SJ_m,CH_m,IS_m,MI_m,OI_m,SC_TOT,EF_m,HO_m,RE_m,OP_m,PC_TOT,CE_m,NW_m,SP_m,MB_m,CM_TOT,VI_m,DE_m,AB_m,WE_TOT,PA_m,PA_TOT,LS_m,LS_TOT,TI_m,TI_TOT,JP_m,JP_TOT,EX_m,EX_TOT
R0384,ORG38,0,,1269,2,27,3,2,1.6,1.9,0,3.0,1,2,1,9,435.0,2612,5,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,0.0,17.8,1.0,4.0,3.0,3.75,3.0,2.25,3.0,3.1666666666666665,2.2,3.0,2.8,3.2,2.8,4.25,3.75,3.0,3.25,3.5625,3.25,3.0,3.5,3.25,3.75,3.75,3.6,3.6,3.0,3.0,2.5,2.5,3.25,3.25
R0385,ORG38,0,,464,2,28,2,3,1.0,4.3,2,2.0,2,1,1,3,145.0,2612,5,5.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,,3.0,4.0,3.0,4.0,4.0,2.0,,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,0.0,13.3,0.0,4.0,3.75,3.0,3.0,3.25,2.25,3.2083333333333335,3.0,2.2,2.8,3.0,2.7222222222222223,3.75,2.3333333333333335,3.75,2.5,3.1333333333333333,4.0,3.75,4.0,3.9166666666666665,2.75,2.75,2.2,2.1999999999999997,2.0,2.0,3.75,3.75,4.25,4.25
R0387,ORG38,0,,1954,2,27,3,1,4.6,6.6,3,1.0,1,1,2,9,503.0,2612,5,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,0.0,24.2,0.0,3.5,3.75,4.25,2.75,3.75,4.0,3.6666666666666665,4.2,4.4,3.6,4.0,4.05,4.5,4.75,4.25,3.75,4.3125,3.25,4.25,4.75,4.083333333333333,4.25,4.25,3.5,3.5,4.666666666666667,4.666666666666667,3.75,3.75,2.25,2.25
R0388,ORG38,0,,643,2,34,2,1,0.5,4.7,0,1.0,1,1,1,4,375.0,2612,5,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,0.0,5.9,1.0,2.5,1.0,2.75,1.25,2.5,1.25,1.875,4.0,2.8,3.2,4.4,3.6,3.25,3.0,3.0,3.25,3.125,2.5,3.5,2.75,2.9166666666666665,2.875,2.875,3.0,3.0,3.6666666666666665,3.6666666666666665,2.5,2.5,2.75,2.75
R0389,ORG38,0,,795,2,28,3,2,1.1,7.2,0,2.0,2,3,1,5,231.0,2612,5,5.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,,,,,,,,,,0.0,16.4,0.0,4.5,3.0,4.25,2.75,4.0,4.0,3.75,3.0,2.8,3.0,3.8,3.15,4.75,3.25,4.0,3.5,3.875,2.5,3.25,3.0,2.9166666666666665,3.5,3.5,3.6,3.6,3.3333333333333335,3.3333333333333335,3.75,3.75,3.75,3.75
R0390,ORG38,0,,714,1,29,2,1,7.6,9.7,3,2.0,2,1,1,8,,2612,5,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,24.2,0.0,3.75,3.0,3.25,3.75,3.5,2.5,3.2916666666666665,4.2,4.6,4.8,4.6,4.55,4.0,3.75,5.0,3.75,4.125,4.0,3.75,3.25,3.6666666666666665,4.125,4.125,3.0,3.0,3.6666666666666665,3.6666666666666665,3.5,3.5,2.75,2.75
R0392,ORG38,0,,721,1,37,3,1,2.7,4.1,2,1.0,2,1,1,4,,2612,5,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,11.9,1.0,4.25,2.75,3.0,2.75,3.0,2.75,3.0833333333333335,2.6,2.6,3.4,2.2,2.7,2.25,2.25,2.0,1.75,2.0625,2.0,2.5,2.25,2.25,3.25,3.25,3.2,3.1999999999999997,2.6666666666666665,2.6666666666666665,2.5,2.5,3.0,3.0
R0393,ORG39,0,,1345,2,30,3,1,6.8,8.0,2,2.0,1,1,1,7,354.0,840,1,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,4.7,1.0,3.5,2.25,2.75,2.75,2.0,2.25,2.5833333333333335,2.0,2.4,2.4,2.6,2.35,1.75,2.25,2.5,3.5,2.5,2.5,2.25,2.75,2.5,3.0,3.0,3.2,3.1999999999999997,3.0,3.0,3.5,3.5,3.5,3.5
R0394,ORG39,0,,1273,2,32,3,1,8.6,11.5,2,1.0,2,1,1,9,150.0,840,1,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,1.0,29.7,0.0,3.0,3.5,2.6666666666666665,1.75,3.75,3.25,3.0,2.6,3.2,3.0,2.4,2.8,2.75,3.25,3.0,2.75,2.9375,3.5,4.25,4.0,3.9166666666666665,2.625,2.625,4.2,4.2,3.3333333333333335,3.3333333333333335,3.0,3.0,4.5,4.5
R0395,ORG39,0,,1533,1,30,1,1,2.3,6.0,1,0.0,1,3,2,3,108.0,840,1,3.0,4.0,3.0,4.0,4.0,4.0,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,,2.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,0.0,4.4,1.0,3.5,2.3333333333333335,3.25,2.75,2.75,2.75,2.9130434782608696,3.2,3.4,3.6,3.8,3.5,3.5,4.0,3.75,3.75,3.75,3.0,4.0,3.75,3.5833333333333335,3.25,3.25,3.8,3.8000000000000003,2.3333333333333335,2.3333333333333335,2.75,2.75,3.3333333333333335,3.3333333333333335
R0397,ORG39,0,,760,1,35,3,1,6.2,6.9,2,1.0,3,1,1,4,275.0,840,1,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,13.5,0.0,3.5,2.25,3.0,3.75,3.0,2.75,3.0416666666666665,3.0,3.8,3.2,3.4,3.35,2.5,4.25,3.0,3.5,3.3125,2.75,3.5,3.0,3.0833333333333335,2.625,2.625,3.4,3.4,4.333333333333333,4.333333333333333,2.5,2.5,4.0,4.0
R0398,ORG39,0,,1471,1,29,1,1,2.5,5.6,1,1.0,1,1,1,1,193.0,840,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,5.8,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0399,ORG39,0,,502,1,34,3,1,4.4,6.8,2,1.0,1,1,1,6,580.0,840,1,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,,,,0.0,14.6,1.0,3.75,1.75,3.0,2.0,3.0,2.0,2.5833333333333335,2.4,2.4,3.2,2.2,2.55,3.5,3.25,3.25,2.75,3.1875,2.75,3.0,3.0,2.9166666666666665,3.375,3.375,3.6,3.6,3.6666666666666665,3.6666666666666665,3.5,3.5,3.25,3.25
R0400,ORG39,0,,1147,2,24,4,1,4.5,6.0,2,2.0,2,1,1,7,211.0,840,1,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,9.5,0.0,3.5,3.25,3.75,2.5,3.5,2.5,3.1666666666666665,3.2,3.8,3.2,4.2,3.6,3.75,4.25,2.75,4.0,3.6875,3.0,4.25,3.5,3.5833333333333335,3.375,3.375,3.8,3.8000000000000003,3.3333333333333335,3.3333333333333335,3.5,3.5,2.25,2.25
R0401,ORG39,0,,299,1,29,3,2,3.6,8.0,2,1.0,3,1,1,7,263.0,840,1,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,3.75,2.75,2.75,2.25,2.75,3.75,3.0,3.2,4.6,3.6,3.2,3.65,2.5,2.5,3.25,3.25,2.875,3.25,4.0,2.5,3.25,2.5714285714285716,2.5714285714285716,3.8,3.8000000000000003,2.6666666666666665,2.6666666666666665,3.25,3.25,2.0,2.0
R0402,ORG39,0,,436,2,28,3,2,7.1,8.2,1,1.0,1,1,2,4,192.0,840,1,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,0.0,17.5,0.0,2.75,2.75,2.0,2.0,3.0,4.0,2.75,4.4,3.8,3.4,3.8,3.85,2.0,4.25,4.25,3.0,3.375,4.5,4.0,4.0,4.166666666666667,3.5,3.5,3.4,3.4,2.6666666666666665,2.6666666666666665,4.25,4.25,2.75,2.75
R0403,ORG39,0,,1232,2,29,4,1,2.7,5.9,2,1.0,4,3,1,7,261.0,840,1,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,0.0,2.5,1.0,3.25,2.75,3.25,3.25,3.0,3.0,3.0869565217391304,3.0,3.8,4.6,3.6,3.75,4.5,4.25,3.0,4.5,4.0625,2.75,3.75,4.5,3.6666666666666665,3.0,3.0,4.2,4.2,2.0,2.0,2.25,2.25,2.5,2.5
R0404,ORG39,0,,1249,2,34,3,1,1.9,3.0,1,2.0,1,1,1,4,181.0,840,1,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,0.0,17.5,1.0,3.75,2.75,3.25,2.75,3.5,2.75,3.125,3.4,3.2,3.0,3.4,3.25,4.25,3.25,3.75,4.25,3.875,2.75,3.5,2.25,2.8333333333333335,3.375,3.375,3.6,3.6,2.6666666666666665,2.6666666666666665,3.0,3.0,3.75,3.75
